cell_id,cell_cycle_state,new_cell_cycle_state,checked,corrected
SA928-A90553C-R43-C05,G1,G1,False,False
SA928-A90553C-R43-C06,G1,G1,False,False
SA928-A90553C-R43-C08,G1,G1,True,False
SA928-A90553C-R43-C10,G1,G1,False,False
SA928-A90553C-R43-C11,G1,G1,False,False
SA928-A90553C-R43-C12,G1,G1,False,False
SA928-A90553C-R43-C14,G1,G1,False,False
SA928-A90553C-R43-C15,G1,G1,False,False
SA928-A90553C-R43-C18,G1,G1,False,False
SA928-A90553C-R43-C19,G1,G1,False,False
SA928-A90553C-R43-C21,G2,G2,False,False
SA928-A90553C-R43-C23,G2,G2,False,False
SA928-A90553C-R43-C24,G2,G2,False,False
SA928-A90553C-R43-C25,G2,G2,False,False
SA928-A90553C-R43-C26,G2,G2,False,False
SA928-A90553C-R43-C29,G2,G2,False,False
SA928-A90553C-R43-C30,G2,S,True,True
SA928-A90553C-R43-C31,G2,S,True,True
SA928-A90553C-R43-C32,G2,G2,False,False
SA928-A90553C-R43-C33,G2,G2,False,False
SA928-A90553C-R43-C34,G2,G2,False,False
SA928-A90553C-R43-C35,G2,G2,False,False
SA928-A90553C-R43-C39,S,S,False,False
SA928-A90553C-R43-C40,S,S,False,False
SA928-A90553C-R43-C41,S,S,False,False
SA928-A90553C-R43-C42,S,S,False,False
SA928-A90553C-R43-C43,S,S,False,False
SA928-A90553C-R43-C44,S,S,False,False
SA928-A90553C-R43-C45,S,S,False,False
SA928-A90553C-R43-C47,S,S,True,False
SA928-A90553C-R43-C50,S,S,False,False
SA928-A90553C-R43-C51,S,S,False,False
SA928-A90553C-R43-C52,S,S,False,False
SA928-A90553C-R43-C53,S,S,False,False
SA928-A90553C-R44-C03,G1,G1,False,False
SA928-A90553C-R44-C05,G1,G1,False,False
SA928-A90553C-R44-C06,G1,G1,False,False
SA928-A90553C-R44-C07,G1,G1,False,False
SA928-A90553C-R44-C09,G1,G1,False,False
SA928-A90553C-R44-C11,G1,G1,False,False
SA928-A90553C-R44-C14,G1,G1,False,False
SA928-A90553C-R44-C15,G1,G1,False,False
SA928-A90553C-R44-C17,G1,G1,False,False
SA928-A90553C-R44-C18,G1,G1,False,False
SA928-A90553C-R44-C19,G1,G1,False,False
SA928-A90553C-R44-C21,G2,G2,False,False
SA928-A90553C-R44-C22,G2,G2,False,False
SA928-A90553C-R44-C23,G2,G2,False,False
SA928-A90553C-R44-C24,G2,G2,False,False
SA928-A90553C-R44-C25,G2,G2,False,False
SA928-A90553C-R44-C27,G2,G2,False,False
SA928-A90553C-R44-C28,G2,G2,False,False
SA928-A90553C-R44-C31,G2,G2,False,False
SA928-A90553C-R44-C32,G2,G2,False,False
SA928-A90553C-R44-C33,G2,G2,False,False
SA928-A90553C-R44-C34,G2,G2,True,False
SA928-A90553C-R44-C35,G2,G2,False,False
SA928-A90553C-R44-C39,S,S,False,False
SA928-A90553C-R44-C40,S,S,False,False
SA928-A90553C-R44-C42,S,S,False,False
SA928-A90553C-R44-C44,S,S,False,False
SA928-A90553C-R44-C46,S,S,False,False
SA928-A90553C-R44-C47,S,S,False,False
SA928-A90553C-R44-C48,S,S,False,False
SA928-A90553C-R44-C49,S,G1,True,True
SA928-A90553C-R44-C51,S,S,False,False
SA928-A90553C-R44-C52,S,S,False,False
SA928-A90553C-R45-C03,G1,G1,False,False
SA928-A90553C-R45-C05,G1,G1,False,False
SA928-A90553C-R45-C06,G1,G1,False,False
SA928-A90553C-R45-C09,G1,G1,False,False
SA928-A90553C-R45-C12,G1,G1,False,False
SA928-A90553C-R45-C13,G1,G1,False,False
SA928-A90553C-R45-C14,G1,G1,False,False
SA928-A90553C-R45-C15,G1,G1,False,False
SA928-A90553C-R45-C16,G1,G1,False,False
SA928-A90553C-R45-C17,G1,G1,False,False
SA928-A90553C-R45-C18,G1,G1,False,False
SA928-A90553C-R45-C19,G1,G1,False,False
SA928-A90553C-R45-C21,G2,G2,False,False
SA928-A90553C-R45-C22,G2,G2,False,False
SA928-A90553C-R45-C24,G2,G2,False,False
SA928-A90553C-R45-C25,G2,G2,False,False
SA928-A90553C-R45-C26,G2,G2,False,False
SA928-A90553C-R45-C27,G2,G2,False,False
SA928-A90553C-R45-C28,G2,G2,False,False
SA928-A90553C-R45-C29,G2,G2,False,False
SA928-A90553C-R45-C30,G2,G2,False,False
SA928-A90553C-R45-C31,G2,G2,False,False
SA928-A90553C-R45-C32,G2,G2,False,False
SA928-A90553C-R45-C34,G2,G2,False,False
SA928-A90553C-R45-C41,S,S,False,False
SA928-A90553C-R45-C46,S,S,False,False
SA928-A90553C-R45-C48,S,S,False,False
SA928-A90553C-R45-C50,S,S,False,False
SA928-A90553C-R45-C51,S,S,False,False
SA928-A90553C-R45-C52,S,S,True,False
SA928-A90553C-R45-C53,S,S,False,False
SA928-A90553C-R45-C54,S,S,False,False
SA928-A90553C-R46-C03,G1,G1,False,False
SA928-A90553C-R46-C06,G1,G1,False,False
SA928-A90553C-R46-C07,G1,G1,False,False
SA928-A90553C-R46-C08,G1,G1,False,False
SA928-A90553C-R46-C11,G1,G1,False,False
SA928-A90553C-R46-C12,G1,G1,False,False
SA928-A90553C-R46-C13,G1,G1,False,False
SA928-A90553C-R46-C15,G1,G1,False,False
SA928-A90553C-R46-C16,G1,G1,False,False
SA928-A90553C-R46-C17,G1,G1,False,False
SA928-A90553C-R46-C19,G1,G1,False,False
SA928-A90553C-R46-C21,G2,G2,False,False
SA928-A90553C-R46-C22,G2,G2,False,False
SA928-A90553C-R46-C23,G2,G2,False,False
SA928-A90553C-R46-C24,G2,G2,False,False
SA928-A90553C-R46-C25,G2,G2,False,False
SA928-A90553C-R46-C28,G2,G2,False,False
SA928-A90553C-R46-C29,G2,G2,False,False
SA928-A90553C-R46-C30,G2,G2,False,False
SA928-A90553C-R46-C32,G2,G2,False,False
SA928-A90553C-R46-C33,G2,G2,False,False
SA928-A90553C-R46-C34,G2,G2,True,False
SA928-A90553C-R46-C35,G2,G2,False,False
SA928-A90553C-R46-C37,G1,G1,False,False
SA928-A90553C-R46-C39,S,S,False,False
SA928-A90553C-R46-C40,S,S,False,False
SA928-A90553C-R46-C41,S,S,False,False
SA928-A90553C-R46-C42,S,S,False,False
SA928-A90553C-R46-C44,S,S,False,False
SA928-A90553C-R46-C45,S,S,False,False
SA928-A90553C-R46-C46,S,S,False,False
SA928-A90553C-R46-C48,S,S,False,False
SA928-A90553C-R46-C49,S,S,False,False
SA928-A90553C-R46-C52,S,S,False,False
SA928-A90553C-R47-C03,G1,G1,False,False
SA928-A90553C-R47-C05,G1,G1,False,False
SA928-A90553C-R47-C06,G1,G1,False,False
SA928-A90553C-R47-C07,G1,G1,False,False
SA928-A90553C-R47-C08,G1,G1,False,False
SA928-A90553C-R47-C09,G1,G1,False,False
SA928-A90553C-R47-C10,G1,G1,False,False
SA928-A90553C-R47-C11,G1,G1,False,False
SA928-A90553C-R47-C12,G1,G1,False,False
SA928-A90553C-R47-C13,G1,G1,False,False
SA928-A90553C-R47-C15,G1,G1,False,False
SA928-A90553C-R47-C16,G1,G1,False,False
SA928-A90553C-R47-C17,G1,G1,False,False
SA928-A90553C-R47-C19,G1,G1,False,False
SA928-A90553C-R47-C21,G2,G2,False,False
SA928-A90553C-R47-C22,G2,G2,False,False
SA928-A90553C-R47-C23,G2,G2,False,False
SA928-A90553C-R47-C24,G2,G2,False,False
SA928-A90553C-R47-C25,G2,G2,False,False
SA928-A90553C-R47-C28,G2,G2,False,False
SA928-A90553C-R47-C30,G2,G2,False,False
SA928-A90553C-R47-C31,G2,G2,False,False
SA928-A90553C-R47-C34,G2,G2,False,False
SA928-A90553C-R47-C35,G2,G2,False,False
SA928-A90553C-R47-C37,G1,G1,False,False
SA928-A90553C-R47-C39,S,S,False,False
SA928-A90553C-R47-C40,S,S,False,False
SA928-A90553C-R47-C41,S,S,False,False
SA928-A90553C-R47-C42,S,S,False,False
SA928-A90553C-R47-C43,S,S,False,False
SA928-A90553C-R47-C44,S,S,True,False
SA928-A90553C-R47-C46,S,S,False,False
SA928-A90553C-R47-C50,S,S,False,False
SA928-A90553C-R47-C51,S,S,False,False
SA928-A90553C-R47-C52,S,S,False,False
SA928-A90553C-R47-C53,S,S,False,False
SA928-A90553C-R48-C03,G1,G1,False,False
SA928-A90553C-R48-C05,G1,G1,False,False
SA928-A90553C-R48-C06,G1,G1,False,False
SA928-A90553C-R48-C07,G1,G1,False,False
SA928-A90553C-R48-C08,G1,G1,False,False
SA928-A90553C-R48-C09,G1,G1,True,False
SA928-A90553C-R48-C10,G1,G1,False,False
SA928-A90553C-R48-C11,G1,G1,False,False
SA928-A90553C-R48-C13,G1,G1,False,False
SA928-A90553C-R48-C14,G1,G1,False,False
SA928-A90553C-R48-C15,G1,S,True,True
SA928-A90553C-R48-C16,G1,G1,False,False
SA928-A90553C-R48-C17,G1,G1,False,False
SA928-A90553C-R48-C18,G1,G1,False,False
SA928-A90553C-R48-C22,G2,G2,False,False
SA928-A90553C-R48-C23,G2,G2,False,False
SA928-A90553C-R48-C25,G2,G2,False,False
SA928-A90553C-R48-C26,G2,G2,False,False
SA928-A90553C-R48-C27,G2,G2,False,False
SA928-A90553C-R48-C28,G2,G2,False,False
SA928-A90553C-R48-C31,G2,G2,False,False
SA928-A90553C-R48-C32,G2,G2,False,False
SA928-A90553C-R48-C34,G2,G2,True,False
SA928-A90553C-R48-C35,G2,G2,False,False
SA928-A90553C-R48-C39,S,S,False,False
SA928-A90553C-R48-C40,S,S,False,False
SA928-A90553C-R48-C41,S,S,False,False
SA928-A90553C-R48-C42,S,S,False,False
SA928-A90553C-R48-C43,S,S,False,False
SA928-A90553C-R48-C44,S,S,False,False
SA928-A90553C-R48-C45,S,G2,True,True
SA928-A90553C-R48-C46,S,S,False,False
SA928-A90553C-R48-C48,S,S,False,False
SA928-A90553C-R48-C49,S,S,False,False
SA928-A90553C-R48-C50,S,S,False,False
SA928-A90553C-R48-C51,S,S,False,False
SA928-A90553C-R48-C52,S,S,False,False
SA928-A90553C-R48-C53,S,S,False,False
SA928-A90553C-R48-C54,S,S,False,False
SA928-A90553C-R49-C03,G1,G1,False,False
SA928-A90553C-R49-C05,G1,G1,False,False
SA928-A90553C-R49-C06,G1,G1,False,False
SA928-A90553C-R49-C07,G1,G1,False,False
SA928-A90553C-R49-C08,G1,G1,False,False
SA928-A90553C-R49-C09,G1,G1,False,False
SA928-A90553C-R49-C10,G1,G1,False,False
SA928-A90553C-R49-C11,G1,G1,False,False
SA928-A90553C-R49-C12,G1,G1,False,False
SA928-A90553C-R49-C13,G1,G1,False,False
SA928-A90553C-R49-C15,G1,G1,False,False
SA928-A90553C-R49-C16,G1,G1,False,False
SA928-A90553C-R49-C17,G1,G1,False,False
SA928-A90553C-R49-C19,G1,G1,False,False
SA928-A90553C-R49-C21,G2,G2,False,False
SA928-A90553C-R49-C22,G2,G2,False,False
SA928-A90553C-R49-C23,G2,G2,False,False
SA928-A90553C-R49-C24,G2,G2,False,False
SA928-A90553C-R49-C25,G2,G2,False,False
SA928-A90553C-R49-C26,G2,G2,False,False
SA928-A90553C-R49-C28,G2,G2,False,False
SA928-A90553C-R49-C30,G2,G2,False,False
SA928-A90553C-R49-C31,G2,S,True,True
SA928-A90553C-R49-C32,G2,G2,False,False
SA928-A90553C-R49-C34,G2,G2,True,False
SA928-A90553C-R49-C35,G2,G2,False,False
SA928-A90553C-R49-C39,S,S,True,False
SA928-A90553C-R49-C40,S,S,False,False
SA928-A90553C-R49-C41,S,S,False,False
SA928-A90553C-R49-C43,S,S,False,False
SA928-A90553C-R49-C45,S,S,False,False
SA928-A90553C-R49-C46,S,S,False,False
SA928-A90553C-R49-C47,S,S,False,False
SA928-A90553C-R49-C48,S,S,False,False
SA928-A90553C-R49-C49,S,S,False,False
SA928-A90553C-R49-C50,S,S,False,False
SA928-A90553C-R49-C51,S,S,False,False
SA928-A90553C-R49-C52,S,S,False,False
SA928-A90553C-R49-C54,S,S,False,False
SA928-A90553C-R50-C03,G1,G1,False,False
SA928-A90553C-R50-C06,G1,G1,False,False
SA928-A90553C-R50-C08,G1,G1,False,False
SA928-A90553C-R50-C12,G1,G1,False,False
SA928-A90553C-R50-C13,G1,G1,False,False
SA928-A90553C-R50-C14,G1,G1,False,False
SA928-A90553C-R50-C15,G1,G1,False,False
SA928-A90553C-R50-C16,G1,G1,False,False
SA928-A90553C-R50-C17,G1,G1,False,False
SA928-A90553C-R50-C18,G1,G1,False,False
SA928-A90553C-R50-C19,G1,G1,False,False
SA928-A90553C-R50-C22,G2,G2,False,False
SA928-A90553C-R50-C23,G2,G2,False,False
SA928-A90553C-R50-C25,G2,G2,False,False
SA928-A90553C-R50-C26,G2,G2,False,False
SA928-A90553C-R50-C27,G2,G2,False,False
SA928-A90553C-R50-C30,G2,G2,False,False
SA928-A90553C-R50-C31,G2,G2,False,False
SA928-A90553C-R50-C32,G2,G2,False,False
SA928-A90553C-R50-C33,G2,G2,False,False
SA928-A90553C-R50-C34,G2,G2,False,False
SA928-A90553C-R50-C35,G2,G2,False,False
SA928-A90553C-R50-C37,G1,G1,False,False
SA928-A90553C-R50-C39,S,S,False,False
SA928-A90553C-R50-C40,S,S,False,False
SA928-A90553C-R50-C41,S,S,False,False
SA928-A90553C-R50-C42,S,S,False,False
SA928-A90553C-R50-C43,S,S,False,False
SA928-A90553C-R50-C44,S,S,False,False
SA928-A90553C-R50-C45,S,S,False,False
SA928-A90553C-R50-C46,S,S,False,False
SA928-A90553C-R50-C47,S,S,False,False
SA928-A90553C-R50-C48,S,S,False,False
SA928-A90553C-R50-C49,S,S,False,False
SA928-A90553C-R50-C51,S,S,False,False
SA928-A90553C-R50-C52,S,S,False,False
SA928-A90553C-R50-C54,S,S,True,False
SA928-A90553C-R51-C06,G1,G1,False,False
SA928-A90553C-R51-C07,G1,G1,False,False
SA928-A90553C-R51-C08,G1,G1,False,False
SA928-A90553C-R51-C09,G1,G1,False,False
SA928-A90553C-R51-C10,G1,G1,False,False
SA928-A90553C-R51-C11,G1,G1,False,False
SA928-A90553C-R51-C13,G1,G1,False,False
SA928-A90553C-R51-C14,G1,G1,False,False
SA928-A90553C-R51-C16,G1,G1,False,False
SA928-A90553C-R51-C19,G1,G1,False,False
SA928-A90553C-R51-C22,G2,G2,False,False
SA928-A90553C-R51-C23,G2,G2,False,False
SA928-A90553C-R51-C25,G2,G2,False,False
SA928-A90553C-R51-C26,G2,G2,False,False
SA928-A90553C-R51-C27,G2,G2,False,False
SA928-A90553C-R51-C28,G2,G2,False,False
SA928-A90553C-R51-C29,G2,G2,False,False
SA928-A90553C-R51-C30,G2,G2,False,False
SA928-A90553C-R51-C31,G2,G2,False,False
SA928-A90553C-R51-C33,G2,G2,False,False
SA928-A90553C-R51-C34,G2,G2,False,False
SA928-A90553C-R51-C35,G2,G2,False,False
SA928-A90553C-R51-C37,G1,G1,False,False
SA928-A90553C-R51-C40,S,S,False,False
SA928-A90553C-R51-C41,S,S,False,False
SA928-A90553C-R51-C43,S,S,False,False
SA928-A90553C-R51-C45,S,S,False,False
SA928-A90553C-R51-C46,S,S,False,False
SA928-A90553C-R51-C47,S,S,False,False
SA928-A90553C-R51-C48,S,S,False,False
SA928-A90553C-R51-C49,S,S,False,False
SA928-A90553C-R51-C51,S,S,False,False
SA928-A90553C-R51-C52,S,S,False,False
SA928-A90553C-R52-C03,G1,G1,False,False
SA928-A90553C-R52-C05,G1,G1,False,False
SA928-A90553C-R52-C06,G1,G1,False,False
SA928-A90553C-R52-C07,G1,G1,False,False
SA928-A90553C-R52-C08,G1,G1,False,False
SA928-A90553C-R52-C09,G1,G1,False,False
SA928-A90553C-R52-C10,G1,G1,False,False
SA928-A90553C-R52-C11,G1,G1,False,False
SA928-A90553C-R52-C12,G1,G1,False,False
SA928-A90553C-R52-C13,G1,G1,False,False
SA928-A90553C-R52-C14,G1,G1,False,False
SA928-A90553C-R52-C15,G1,G1,False,False
SA928-A90553C-R52-C16,G1,G1,False,False
SA928-A90553C-R52-C18,G1,G1,False,False
SA928-A90553C-R52-C19,G1,G1,False,False
SA928-A90553C-R52-C21,G2,G2,False,False
SA928-A90553C-R52-C22,G2,G2,False,False
SA928-A90553C-R52-C24,G2,G2,False,False
SA928-A90553C-R52-C25,G2,G2,False,False
SA928-A90553C-R52-C26,G2,G2,False,False
SA928-A90553C-R52-C28,G2,G2,False,False
SA928-A90553C-R52-C29,G2,S,True,True
SA928-A90553C-R52-C30,G2,G2,False,False
SA928-A90553C-R52-C33,G2,G2,False,False
SA928-A90553C-R52-C35,G2,S,True,True
SA928-A90553C-R52-C39,S,S,False,False
SA928-A90553C-R52-C40,S,S,False,False
SA928-A90553C-R52-C41,S,S,False,False
SA928-A90553C-R52-C42,S,S,False,False
SA928-A90553C-R52-C44,S,S,False,False
SA928-A90553C-R52-C46,S,S,False,False
SA928-A90553C-R52-C48,S,S,False,False
SA928-A90553C-R52-C50,S,S,False,False
SA928-A90553C-R52-C51,S,S,False,False
SA928-A90553C-R52-C52,S,S,False,False
SA928-A90553C-R52-C54,S,S,False,False
SA928-A90553C-R53-C03,G1,G1,False,False
SA928-A90553C-R53-C06,G1,G1,False,False
SA928-A90553C-R53-C07,G1,G1,False,False
SA928-A90553C-R53-C08,G1,G1,False,False
SA928-A90553C-R53-C09,G1,G1,False,False
SA928-A90553C-R53-C10,G1,G1,False,False
SA928-A90553C-R53-C11,G1,G1,False,False
SA928-A90553C-R53-C12,G1,G1,False,False
SA928-A90553C-R53-C13,G1,G1,False,False
SA928-A90553C-R53-C14,G1,G1,False,False
SA928-A90553C-R53-C16,G1,G1,False,False
SA928-A90553C-R53-C17,G1,G1,False,False
SA928-A90553C-R53-C18,G1,G1,False,False
SA928-A90553C-R53-C19,G1,G1,False,False
SA928-A90553C-R53-C22,G2,G2,False,False
SA928-A90553C-R53-C23,G2,G2,False,False
SA928-A90553C-R53-C24,G2,S,True,True
SA928-A90553C-R53-C25,G2,G2,False,False
SA928-A90553C-R53-C27,G2,G2,False,False
SA928-A90553C-R53-C29,G2,G2,False,False
SA928-A90553C-R53-C30,G2,G2,False,False
SA928-A90553C-R53-C31,G2,G2,False,False
SA928-A90553C-R53-C32,G2,G2,False,False
SA928-A90553C-R53-C33,G2,G2,False,False
SA928-A90553C-R53-C34,G2,G2,False,False
SA928-A90553C-R53-C37,G1,G1,False,False
SA928-A90553C-R53-C39,S,S,False,False
SA928-A90553C-R53-C40,S,S,True,False
SA928-A90553C-R53-C41,S,S,False,False
SA928-A90553C-R53-C42,S,S,False,False
SA928-A90553C-R53-C43,S,S,False,False
SA928-A90553C-R53-C44,S,S,False,False
SA928-A90553C-R53-C45,S,S,False,False
SA928-A90553C-R53-C46,S,S,False,False
SA928-A90553C-R53-C47,S,S,True,False
SA928-A90553C-R53-C48,S,S,False,False
SA928-A90553C-R53-C49,S,S,False,False
SA928-A90553C-R53-C52,S,G1,True,True
SA928-A90553C-R53-C53,S,S,False,False
SA928-A90553C-R53-C54,S,S,False,False
SA928-A90553C-R54-C03,G1,G1,False,False
SA928-A90553C-R54-C05,G1,G1,False,False
SA928-A90553C-R54-C07,G1,G1,False,False
SA928-A90553C-R54-C08,G1,G1,False,False
SA928-A90553C-R54-C09,G1,G1,False,False
SA928-A90553C-R54-C10,G1,G1,False,False
SA928-A90553C-R54-C11,G1,S,True,True
SA928-A90553C-R54-C12,G1,G1,False,False
SA928-A90553C-R54-C13,G1,G1,False,False
SA928-A90553C-R54-C15,G1,G1,False,False
SA928-A90553C-R54-C17,G1,G1,False,False
SA928-A90553C-R54-C19,G1,G1,False,False
SA928-A90553C-R54-C22,G2,G2,False,False
SA928-A90553C-R54-C23,G2,G2,False,False
SA928-A90553C-R54-C24,G2,G2,False,False
SA928-A90553C-R54-C25,G2,G2,False,False
SA928-A90553C-R54-C26,G2,G2,False,False
SA928-A90553C-R54-C27,G2,S,True,True
SA928-A90553C-R54-C28,G2,G2,False,False
SA928-A90553C-R54-C29,G2,G2,False,False
SA928-A90553C-R54-C30,G2,G2,False,False
SA928-A90553C-R54-C32,G2,G2,False,False
SA928-A90553C-R54-C33,G2,G2,True,False
SA928-A90553C-R54-C35,G2,G2,False,False
SA928-A90553C-R54-C39,S,S,False,False
SA928-A90553C-R54-C40,S,S,False,False
SA928-A90553C-R54-C41,S,S,False,False
SA928-A90553C-R54-C42,S,S,False,False
SA928-A90553C-R54-C43,S,S,False,False
SA928-A90553C-R54-C44,S,S,False,False
SA928-A90553C-R54-C46,S,S,False,False
SA928-A90553C-R54-C47,S,S,False,False
SA928-A90553C-R54-C48,S,S,False,False
SA928-A90553C-R54-C49,S,S,False,False
SA928-A90553C-R54-C52,S,S,False,False
SA928-A90553C-R54-C54,S,S,False,False
SA928-A90553C-R55-C03,G1,G1,False,False
SA928-A90553C-R55-C06,G1,G1,False,False
SA928-A90553C-R55-C07,G1,G1,False,False
SA928-A90553C-R55-C09,G1,G1,False,False
SA928-A90553C-R55-C10,G1,G1,False,False
SA928-A90553C-R55-C11,G1,G1,False,False
SA928-A90553C-R55-C12,G1,G1,False,False
SA928-A90553C-R55-C13,G1,G1,False,False
SA928-A90553C-R55-C15,G1,G1,False,False
SA928-A90553C-R55-C19,G1,G1,False,False
SA928-A90553C-R55-C21,G2,G2,False,False
SA928-A90553C-R55-C23,G2,G2,False,False
SA928-A90553C-R55-C24,G2,G2,False,False
SA928-A90553C-R55-C25,G2,G2,False,False
SA928-A90553C-R55-C26,G2,G2,False,False
SA928-A90553C-R55-C27,G2,G2,False,False
SA928-A90553C-R55-C28,G2,G2,False,False
SA928-A90553C-R55-C29,G2,G2,False,False
SA928-A90553C-R55-C31,G2,G2,False,False
SA928-A90553C-R55-C32,G2,S,True,True
SA928-A90553C-R55-C33,G2,G2,False,False
SA928-A90553C-R55-C34,G2,G2,False,False
SA928-A90553C-R55-C37,G1,G1,False,False
SA928-A90553C-R55-C39,S,S,False,False
SA928-A90553C-R55-C40,S,S,False,False
SA928-A90553C-R55-C41,S,S,False,False
SA928-A90553C-R55-C42,S,S,False,False
SA928-A90553C-R55-C43,S,S,False,False
SA928-A90553C-R55-C44,S,S,False,False
SA928-A90553C-R55-C45,S,S,False,False
SA928-A90553C-R55-C46,S,S,False,False
SA928-A90553C-R55-C48,S,S,False,False
SA928-A90553C-R55-C50,S,S,True,False
SA928-A90553C-R55-C54,S,S,False,False
SA928-A90553C-R56-C03,G1,G1,False,False
SA928-A90553C-R56-C05,G1,G1,False,False
SA928-A90553C-R56-C06,G1,G1,False,False
SA928-A90553C-R56-C09,G1,G1,False,False
SA928-A90553C-R56-C10,G1,G1,False,False
SA928-A90553C-R56-C11,G1,G1,False,False
SA928-A90553C-R56-C12,G1,G1,False,False
SA928-A90553C-R56-C13,G1,G1,False,False
SA928-A90553C-R56-C15,G1,S,True,True
SA928-A90553C-R56-C16,G1,G1,False,False
SA928-A90553C-R56-C17,G1,G1,False,False
SA928-A90553C-R56-C18,G1,G1,False,False
SA928-A90553C-R56-C19,G1,G1,False,False
SA928-A90553C-R56-C23,G2,G2,False,False
SA928-A90553C-R56-C24,G2,G2,False,False
SA928-A90553C-R56-C25,G2,G2,False,False
SA928-A90553C-R56-C26,G2,G2,False,False
SA928-A90553C-R56-C27,G2,G2,False,False
SA928-A90553C-R56-C28,G2,G2,False,False
SA928-A90553C-R56-C29,G2,G2,False,False
SA928-A90553C-R56-C30,G2,G2,False,False
SA928-A90553C-R56-C31,G2,G2,False,False
SA928-A90553C-R56-C32,G2,G2,False,False
SA928-A90553C-R56-C35,G2,G2,False,False
SA928-A90553C-R56-C37,G1,G1,False,False
SA928-A90553C-R56-C39,S,S,False,False
SA928-A90553C-R56-C40,S,G2,True,True
SA928-A90553C-R56-C41,S,S,False,False
SA928-A90553C-R56-C44,S,S,False,False
SA928-A90553C-R56-C45,S,S,False,False
SA928-A90553C-R56-C46,S,S,True,False
SA928-A90553C-R56-C47,S,S,False,False
SA928-A90553C-R56-C48,S,S,False,False
SA928-A90553C-R56-C49,S,S,False,False
SA928-A90553C-R56-C50,S,S,False,False
SA928-A90553C-R56-C51,S,S,False,False
SA928-A90553C-R56-C52,S,S,False,False
SA928-A90553C-R56-C54,S,S,False,False
SA928-A90553C-R57-C05,G1,G1,False,False
SA928-A90553C-R57-C07,G1,G1,False,False
SA928-A90553C-R57-C08,G1,G1,False,False
SA928-A90553C-R57-C10,G1,G1,False,False
SA928-A90553C-R57-C12,G1,G1,False,False
SA928-A90553C-R57-C13,G1,G1,False,False
SA928-A90553C-R57-C14,G1,G1,False,False
SA928-A90553C-R57-C15,G1,G1,False,False
SA928-A90553C-R57-C16,G1,G1,False,False
SA928-A90553C-R57-C17,G1,G1,False,False
SA928-A90553C-R57-C18,G1,G1,False,False
SA928-A90553C-R57-C19,G1,G1,False,False
SA928-A90553C-R57-C21,G2,G2,False,False
SA928-A90553C-R57-C22,G2,G2,False,False
SA928-A90553C-R57-C23,G2,G2,False,False
SA928-A90553C-R57-C24,G2,G2,False,False
SA928-A90553C-R57-C26,G2,G2,False,False
SA928-A90553C-R57-C27,G2,G2,False,False
SA928-A90553C-R57-C30,G2,G2,False,False
SA928-A90553C-R57-C31,G2,G2,False,False
SA928-A90553C-R57-C32,G2,G2,False,False
SA928-A90553C-R57-C33,G2,G2,False,False
SA928-A90553C-R57-C35,G2,G2,False,False
SA928-A90553C-R57-C40,S,S,False,False
SA928-A90553C-R57-C41,S,S,False,False
SA928-A90553C-R57-C42,S,S,False,False
SA928-A90553C-R57-C43,S,S,False,False
SA928-A90553C-R57-C45,S,S,False,False
SA928-A90553C-R57-C47,S,S,False,False
SA928-A90553C-R57-C48,S,G2,True,True
SA928-A90553C-R57-C49,S,S,False,False
SA928-A90553C-R57-C51,S,S,False,False
SA928-A90553C-R57-C54,S,S,False,False
SA928-A90553C-R58-C03,G1,G1,False,False
SA928-A90553C-R58-C05,G1,G1,False,False
SA928-A90553C-R58-C06,G1,G1,False,False
SA928-A90553C-R58-C07,G1,G1,False,False
SA928-A90553C-R58-C10,G1,G1,False,False
SA928-A90553C-R58-C13,G1,G1,False,False
SA928-A90553C-R58-C15,G1,G1,False,False
SA928-A90553C-R58-C16,G1,G1,False,False
SA928-A90553C-R58-C18,G1,G1,False,False
SA928-A90553C-R58-C19,G1,G1,False,False
SA928-A90553C-R58-C21,G2,G2,False,False
SA928-A90553C-R58-C22,G2,G2,False,False
SA928-A90553C-R58-C23,G2,G2,False,False
SA928-A90553C-R58-C24,G2,G2,False,False
SA928-A90553C-R58-C25,G2,G2,False,False
SA928-A90553C-R58-C26,G2,G2,False,False
SA928-A90553C-R58-C28,G2,G2,False,False
SA928-A90553C-R58-C29,G2,G2,False,False
SA928-A90553C-R58-C30,G2,G2,False,False
SA928-A90553C-R58-C31,G2,G2,False,False
SA928-A90553C-R58-C33,G2,G2,False,False
SA928-A90553C-R58-C35,G2,G2,False,False
SA928-A90553C-R58-C37,G1,G1,False,False
SA928-A90553C-R58-C39,S,S,False,False
SA928-A90553C-R58-C41,S,S,False,False
SA928-A90553C-R58-C42,S,S,False,False
SA928-A90553C-R58-C43,S,S,True,False
SA928-A90553C-R58-C44,S,S,False,False
SA928-A90553C-R58-C46,S,S,True,False
SA928-A90553C-R58-C47,S,S,False,False
SA928-A90553C-R58-C49,S,S,False,False
SA928-A90553C-R58-C50,S,S,False,False
SA928-A90553C-R58-C51,S,S,False,False
SA928-A90553C-R58-C52,S,S,False,False
SA928-A90553C-R58-C54,S,S,True,False
SA928-A90553C-R59-C05,G1,G1,False,False
SA928-A90553C-R59-C06,G1,G1,False,False
SA928-A90553C-R59-C07,G1,G1,False,False
SA928-A90553C-R59-C08,G1,G1,False,False
